gene	Ctrl1-SRR5136882	Ctrl2-SRR5136883	Ctrl3-SRR5137136	ZIKV1-SRR5137139	ZIKV2-SRR5137142	ZIKV3-SRR5137144
0610005C13Rik	43.32630082	23.51298733	36.99415897	47.4858177	55.35110156	37.09412675
0610009B22Rik	957.6223411	975.7889741	828.9003744	887.0350747	1149.194299	1108.813627
0610009L18Rik	173.3052033	234.2255276	161.8494455	129.1614242	188.8966164	92.2340449
0610010B08Rik	1.11093079	1.808691333	0	7.597730832	0	0
0610010F05Rik	16227.36605	17431.26272	16605.75311	7790.523252	9910.482947	9137.185708
0610010K14Rik	71.09957057	79.58241864	97.1096673	76.92702468	60.62263505	77.1958854
0610012G03Rik	3738.282109	4159.990065	3500.572292	2271.721519	3540.713322	3187.087269
0610030E20Rik	9.998377111	12.66083933	6.936404807	18.04461073	11.42165588	11.02798363
0610031O16Rik	2.22186158	0.904345666	2.312134936	13.29602896	15.81460045	9.022895696
0610037L13Rik	1948.572606	1818.639135	1695.950975	1840.550294	1816.043285	1808.589315
0610038B21Rik	9.998377111	16.278222	13.87280961	19.94404344	26.35766741	18.04579139
0610039K10Rik	6.665584741	6.330419665	12.71674215	12.3463126	9.664478051	21.05342329
0610040B10Rik	127.7570409	150.1213806	164.1615804	121.5636933	136.1812816	101.2569406
0610040F04Rik	13.33116948	14.46953066	9.248539742	39.88808687	36.02214546	29.07377502
0610040J01Rik	344.3885449	378.0164886	408.0918161	263.0714301	389.2148888	325.826789
0610043K17Rik	13.33116948	7.234765331	5.780337339	37.98865416	27.23625632	58.14755004
1010001N08Rik	0	3.617382666	0	0	0	0
1110002E22Rik	202.1894038	292.1036502	166.4737154	118.7145443	97.52336942	112.2849242
1110002L01Rik	382.1601918	359.9295752	412.716086	314.3561132	387.4577109	292.7428381
1110004F10Rik	11008.2132	10847.62627	11144.49039	8473.369311	10615.98984	10650.02455
1110006O24Rik	54.43560872	61.49550532	61.27157579	58.88241395	53.59392374	71.1806216
1110008L16Rik	804.3138921	787.6850754	737.5710445	894.6328055	965.5692162	972.4676473
1110008P14Rik	2668.455758	2909.280009	2409.244603	1578.42858	2415.240924	2143.439
1110012L19Rik	1144.258714	1195.544971	1100.576229	1179.547712	1410.135206	1345.414003
1110015O18Rik	1681.949216	1559.091929	1376.876354	1109.268702	1308.218893	1189.017144
1110017D15Rik	331.0573755	327.3731312	366.4733873	582.176125	700.2353642	655.6637539
1110019D14Rik	82.20887847	85.00849264	64.7397782	56.03326489	52.71533482	45.11447848
1110020A21Rik	44.43723161	62.39985098	48.55483365	72.17844291	42.17226786	53.13483021
1110028F18Rik	0	0	0	1.899432708	0	5.012719831
1110032A03Rik	875.4134626	920.6238884	1008.090832	1451.166589	1489.208209	1490.782878
1110032F04Rik	692.1098823	779.5459644	531.7910352	438.7689556	551.7538378	453.1498727
1110036E04Rik	0	0	0	0.949716354	1.757177827	5.012719831
1110038B12Rik	1485.314466	1385.457561	1342.19433	3515.849943	4993.899386	4605.686981
1110038F14Rik	877.6353242	884.4500617	986.12555	978.2078447	987.533939	1116.833978
1110046J04Rik	76.65422452	87.72152964	86.70506009	128.2117078	141.4528151	102.2594846
1110051M20Rik	5396.901779	5666.629946	5587.274072	3302.163763	4298.056966	3769.565313
1110059E24Rik	1758.603441	2015.78649	1744.505809	1631.612696	1852.944019	1647.179737
1110059G10Rik	1179.808499	1232.623143	1172.252412	1246.977573	1390.80625	1403.561553
1110065P20Rik	1242.020623	1219.962304	1132.946118	828.1526607	1137.772643	982.4930869
1190002N15Rik	3000.624064	3084.723068	2334.100217	2349.59826	2542.636316	2386.05464
1190005I06Rik	128.8679717	113.0432083	129.4795564	83.57503916	114.2165588	92.2340449
1190007I07Rik	143.3100719	187.1995529	231.2134936	99.72021718	224.040173	165.4197544
1300002E11Rik	315.5043444	315.6166376	297.1093392	283.0154735	238.0975956	232.5902002
1300017J02Rik	21.10768501	15.37387633	21.96528189	162.4014965	147.6029375	141.3586992
1500009C09Rik	4454.832469	4684.510552	4606.928859	3551.939164	5185.431769	4387.132396
1500009L16Rik	2216.306926	2320.55098	2276.296844	1549.93709	2191.200751	1852.70125
1500011B03Rik	4232.646311	4398.737321	3986.120629	3223.337306	5019.378464	4261.814401
1500012K07Rik	8.887446321	11.75649366	5.780337339	5.698298124	4.392944569	3.007631899
1500015A07Rik	1027.610981	1030.95406	1764.158956	1124.464163	2335.289333	1356.441986
1500015L24Rik	0	1.808691333	0	0	0	2.005087933
1500015O10Rik	381.049261	339.1296249	314.4503512	947.8169213	672.9991079	712.80876
1500026H17Rik	192.1910267	187.1995529	173.4101202	199.4404344	297.8416417	243.6181838
1520401A03Rik	0	1.808691333	2.312134936	5.698298124	2.635766741	6.015263798
1600002D24Rik	4.443723161	0	2.312134936	0.949716354	5.271533482	8.02035173
1600002K03Rik	137.755418	107.6171343	104.0460721	424.5232103	363.7358103	370.9412675
1600010M07Rik	0	0	0	7.597730832	4.392944569	9.022895696
1600012H06Rik	2127.432463	2071.855922	2079.765375	1986.806613	2121.792227	2128.40084
1600014C10Rik	1720.831794	1530.152868	1495.951303	2603.172526	3694.466382	3713.422851
1600014C23Rik	9.998377111	1.808691333	11.56067468	10.44687989	6.150122396	10.02543966
1600015I10Rik	0	0	0	0	1.757177827	0
1600019K03Rik	0	0	2.312134936	0	0.878588914	3.007631899
1600020E01Rik	970.9535106	1011.962801	846.2413864	1508.14957	1956.617511	1808.589315
1600023N17Rik	26.66233896	49.73901165	45.08663124	25.64234156	15.81460045	28.07123106
1600027J07Rik	0	1.808691333	1.156067468	0	2.635766741	0
1600029I14Rik	25.55140817	19.89560466	13.87280961	20.89375979	21.96472284	26.06614312
1600029O15Rik	387.7148458	339.1296249	476.2997967	155.7534821	196.8039167	166.4222984
1700001C02Rik	33.3279237	66.92157931	50.86696858	31.34063968	42.17226786	46.11702245
1700001C19Rik	4.443723161	1.808691333	0	3.798865416	4.392944569	4.010175865
1700001D01Rik	3.33279237	3.617382666	3.468202403	0.949716354	0	0
1700001F09Rik	0	0	0	0	0	2.005087933
1700001G01Rik	0	0	1.156067468	0	0	0
1700001G11Rik	23.32954659	30.74775266	38.15022644	30.39092333	38.6579122	43.10939055
1700001G17Rik	74.43236294	59.68681398	67.05191313	43.68695229	65.01557961	90.22895696
1700001J03Rik	0	0	0	16.14517802	8.785889137	9.022895696
1700001J11Rik	0	1.808691333	4.624269871	0	1.757177827	1.002543966
1700001K19Rik	14.44210027	11.75649366	20.80921442	18.04461073	81.70876897	68.17298971
1700001L19Rik	1097.599621	1195.544971	1053.177463	373.2385271	887.3748028	539.3686538
1700001O22Rik	149.9756567	146.503998	172.2540527	106.3682317	122.123859	102.2594846
1700001P01Rik	21.10768501	10.852148	19.65314695	98.77050082	104.5520807	106.2696604
1700003D09Rik	15.55303106	17.18256766	24.27741682	4.74858177	18.45036719	8.02035173
1700003E16Rik	1026.50005	1166.60591	1056.645666	389.3837052	655.4273296	499.2668952
1700003F12Rik	23.32954659	48.83466599	42.77449631	106.3682317	56.22969048	65.16535781
1700003G13Rik	0	0	0	0.949716354	0.878588914	0
1700003G18Rik	3.33279237	3.617382666	2.312134936	5.698298124	2.635766741	5.012719831
1700003I22Rik	5.554653951	0	1.156067468	0	0	0
1700003L19Rik	26.66233896	37.07817232	16.18494455	15.19546166	21.96472284	13.03307156
1700003P14Rik	0	0	1.156067468	0	0	0
1700006A11Rik	0	0	0	0.949716354	2.635766741	4.010175865
1700006F04Rik	1.11093079	0	1.156067468	0.949716354	0.878588914	0
1700007F19Rik	0	0	1.156067468	1.899432708	3.514355655	0
1700007J10Rik	32.21699291	48.83466599	41.61842884	66.48014478	42.17226786	39.09921468
1700007K13Rik	148.8647259	188.1038986	186.1268623	251.6748338	328.5922537	276.7021347
1700007L15Rik	33.3279237	16.278222	16.18494455	24.69262521	18.45036719	38.09667072
1700007P06Rik	11.1093079	11.75649366	12.71674215	3.798865416	1.757177827	11.02798363
1700008C04Rik	0	0	1.156067468	0	0	0
1700008J07Rik	183.3035804	162.78222	201.1557394	125.3625587	148.4815264	114.2900122
1700008K24Rik	22.2186158	16.278222	33.52595657	37.98865416	35.14355655	36.09158279
1700008O03Rik	36.66071608	66.92157931	60.11550833	75.02759197	48.32239025	75.19079747
1700009C05Rik	7.776515531	15.37387633	2.312134936	1.899432708	11.42165588	6.015263798
1700009J07Rik	2.22186158	0	1.156067468	18.04461073	14.05742262	14.03561553
1700009N14Rik	0	0	0	0	0	2.005087933
1700010B08Rik	1.11093079	0	0	0.949716354	1.757177827	3.007631899
1700010D01Rik	0	0	0	0	0.878588914	3.007631899
1700010I02Rik	0	0	0	0.949716354	0	0
1700010I14Rik	109.9821482	127.512739	117.9188817	146.2563185	119.4880923	170.4324743
1700010J16Rik	0	0.904345666	0	0	0.878588914	3.007631899
1700010K23Rik	0	2.713036999	5.780337339	0.949716354	0	1.002543966
1700010N08Rik	0	0	1.156067468	0	0	1.002543966
1700011B04Rik	0	1.808691333	1.156067468	7.597730832	0	0
1700011L22Rik	2.22186158	0	1.156067468	1.899432708	0.878588914	1.002543966
1700011M02Rik	0	0.904345666	4.624269871	0	0	0
1700012A03Rik	0	0	0	1.899432708	2.635766741	1.002543966
1700012B07Rik	0	0	0	6.648014478	0	0
1700012B09Rik	39.99350845	88.62587531	52.02303605	39.88808687	36.02214546	48.12211038
1700012C14Rik	9.998377111	15.37387633	9.248539742	10.44687989	25.4790785	14.03561553
1700012D01Rik	537.6905024	592.3464115	536.4153051	929.7723106	809.1803895	842.1369317
1700012D14Rik	217.7424349	224.2777253	247.3984381	548.9360526	481.4667247	507.2872469
1700012D16Rik	0	0	0	1.899432708	0	1.002543966
1700012I11Rik	1.11093079	2.713036999	1.156067468	3.798865416	6.150122396	6.015263798
1700012P22Rik	16.66396185	42.50424632	6.936404807	18.04461073	10.54306696	10.02543966
1700013D24Rik	0	0	0	41.78751958	37.77932329	50.12719831
1700013F07Rik	81.09794768	91.33891231	105.2021396	173.7980928	203.832628	199.5062493
1700013G24Rik	0	0	0	5.698298124	5.271533482	2.005087933
1700013H16Rik	2.22186158	1.808691333	11.56067468	0	0	0
1700014D04Rik	34.43885449	46.12162899	20.80921442	69.32929385	54.47251265	57.14500608
1700015F17Rik	6.665584741	2.713036999	8.092472275	4.74858177	5.271533482	15.03815949
1700016A09Rik	38.88257766	39.79120932	33.52595657	43.68695229	52.71533482	31.07886295
1700016B01Rik	0	0	0	0.949716354	0	0
1700016C15Rik	6.665584741	22.60864166	11.56067468	12.3463126	17.57177827	17.04324743
1700016D06Rik	12.22023869	6.330419665	1.156067468	3.798865416	8.785889137	4.010175865
1700016G22Rik	2.22186158	0	0	23.74290885	23.72190067	16.04070346
1700016H13Rik	19.99675422	8.139110998	11.56067468	34.18978875	38.6579122	47.11956641
1700016K19Rik	265.5124588	397.9120932	291.3290019	163.3512129	231.9474732	157.3994027
1700016L04Rik	275.510836	223.3733796	260.1151803	71.22872655	131.7883371	134.3408915
1700016L21Rik	1.11093079	1.808691333	1.156067468	0	0	0
1700016P04Rik	1.11093079	0.904345666	4.624269871	1.899432708	0	0
1700017B05Rik	892.0774245	771.4068534	776.8773384	2049.487892	1554.223788	1911.851344
1700017D01Rik	0	0	0	4.74858177	1.757177827	4.010175865
1700017G19Rik	4.443723161	0	3.468202403	1.899432708	1.757177827	0
1700017J07Rik	0	0.904345666	0	0	1.757177827	0
1700017L05Rik	0	0.904345666	0	0	0	0
1700017M07Rik	3.33279237	1.808691333	2.312134936	1.899432708	0.878588914	5.012719831
1700017N19Rik	4.443723161	1.808691333	2.312134936	1.899432708	3.514355655	4.010175865
1700018A04Rik	37.77164687	45.21728332	48.55483365	69.32929385	60.62263505	56.14246211
1700018A23Rik	4.443723161	1.808691333	0	0.949716354	1.757177827	3.007631899
1700018B08Rik	0	0	3.468202403	46.53610135	56.22969048	77.1958854
1700018F24Rik	0	1.808691333	0	1.899432708	0	0
1700018G05Rik	5.554653951	8.139110998	3.468202403	10.44687989	15.81460045	6.015263798
1700019A02Rik	5.554653951	10.852148	15.02887708	10.44687989	11.42165588	11.02798363
1700019C18Rik	2.22186158	0	2.312134936	0	0.878588914	0
1700019D03Rik	625.4540349	745.1808291	588.4383411	551.7852017	822.3592232	685.7400729
1700019F05Rik	0	0	0	0	0	1.002543966
1700019G24Rik	13.33116948	14.46953066	26.58955176	8.547447186	16.69318936	15.03815949
1700019N19Rik	4.443723161	3.617382666	2.312134936	0.949716354	0.878588914	4.010175865
1700020A23Rik	14.44210027	16.278222	40.46236137	26.59205791	10.54306696	12.0305276
1700020D05Rik	19.99675422	20.79995033	36.99415897	36.08922145	10.54306696	32.08140692
1700020G17Rik	0	0	1.156067468	0	1.757177827	1.002543966
1700020I14Rik	76618.67474	75521.00226	65069.25743	22475.03752	23913.43305	25757.35958
1700020L24Rik	38.88257766	38.88686366	42.77449631	94.9716354	75.55864658	84.21369317
1700020M21Rik	0	0	0	1.899432708	0.878588914	1.002543966
1700020N01Rik	0	0	0	3.798865416	3.514355655	2.005087933
1700020N15Rik	0	0	0	1.899432708	0	0
1700020N18Rik	0	0	4.624269871	1.899432708	0	3.007631899
1700021F02Rik	1.11093079	0	0	2.849149062	0.878588914	0
1700021F05Rik	1528.640767	1498.500769	1678.609963	1130.162461	1584.095811	1424.614976
1700021F07Rik	0	0	0	0	1.757177827	0
1700021N21Rik	3.33279237	12.66083933	10.40460721	31.34063968	23.72190067	27.06868709
1700022A21Rik	0	0	0	0	0	1.002543966
1700022H16Rik	0	0	0	0.949716354	0	0
1700022I11Rik	5.554653951	8.139110998	5.780337339	70.2790102	21.08613393	53.13483021
1700022N22Rik	39.99350845	31.65209832	40.46236137	81.67560645	50.95815699	41.10430262
1700023F02Rik	16.66396185	4.521728332	20.80921442	2.849149062	15.81460045	4.010175865
1700023F06Rik	207.7440578	161.8778743	150.2887708	113.9659625	172.2034271	119.302732
1700024B05Rik	0	0	0	0	3.514355655	0
1700024B18Rik	1.11093079	0	1.156067468	1.899432708	3.514355655	0
1700024F13Rik	234.4063967	191.7212813	208.0921442	220.3341941	172.2034271	136.3459794
1700024G13Rik	19.99675422	21.70429599	21.96528189	7.597730832	19.3289561	8.02035173
1700024I08Rik	0	1.808691333	0	0.949716354	0.878588914	3.007631899
1700025B11Rik	3.33279237	5.426073998	0	1.899432708	1.757177827	4.010175865
1700025F22Rik	0	0	0	0.949716354	0	0
1700025F24Rik	21.10768501	9.94780233	9.248539742	4.74858177	7.02871131	3.007631899
1700025G04Rik	6665.584741	6390.106479	6127.157579	3785.569387	4198.776419	3983.107178
1700025J12Rik	0	0	0	2.849149062	0.878588914	0
1700025K24Rik	0	2.713036999	0	0	0	0
1700025M24Rik	0	0.904345666	0	0	0	1.002543966
1700025N23Rik	0	0	0	2.849149062	10.54306696	1.002543966
1700026D11Rik	2.22186158	0	0	1.899432708	1.757177827	0
1700026F02Rik	0	1.808691333	3.468202403	2.849149062	0.878588914	4.010175865
1700026J12Rik	0	0.904345666	0	0	0	4.010175865
1700026J14Rik	3.33279237	1.808691333	5.780337339	5.698298124	3.514355655	12.0305276
1700027A15Rik	0	0	0	0.949716354	1.757177827	3.007631899
1700027H10Rik	23.32954659	14.46953066	25.43348429	21.84347614	20.20754502	21.05342329
1700027I24Rik	0	0	0	9.49716354	0.878588914	6.015263798
1700027J07Rik	0	0	0	0.949716354	0	0
1700028B04Rik	4.443723161	1.808691333	0	8.547447186	14.05742262	14.03561553
1700028D13Rik	0	0	2.312134936	22.7931925	1.757177827	13.03307156
1700028E10Rik	133.3116948	141.9822696	108.670342	100.6699335	58.86545722	82.20860523
1700028I16Rik	8.887446321	7.234765331	4.624269871	19.94404344	18.45036719	36.09158279
1700028J19Rik	71.09957057	49.73901165	47.39876618	30.39092333	42.17226786	23.05851122
1700028K03Rik	41.10443924	47.02597465	48.55483365	129.1614242	79.07300223	124.3154518
1700028M03Rik	0	0.904345666	0	0	0	1.002543966
1700028P14Rik	63.32305504	85.00849264	80.92472275	76.92702468	78.19441332	49.12465435
1700028P15Rik	0	0	0	0	1.757177827	0
1700029H14Rik	4.443723161	2.713036999	9.248539742	10.44687989	2.635766741	10.02543966
1700029I15Rik	56.6574703	65.11288798	68.2079806	115.8653952	75.55864658	93.23658886
1700029J03Rik	0	0	0	2.849149062	0	0
1700029J07Rik	142.1991411	199.8603923	239.3059658	277.3171754	172.2034271	230.5851122
1700029M20Rik	6.665584741	7.234765331	4.624269871	16.14517802	17.57177827	17.04324743
1700029N11Rik	0	0	0	5.698298124	0.878588914	0
1700029P11Rik	0	0	0	19.94404344	5.271533482	18.04579139
1700030A11Rik	0	5.426073998	0	0	0	0
1700030C10Rik	2.22186158	0	4.624269871	3.798865416	0	6.015263798
1700030C14Rik	0	5.426073998	4.624269871	4.74858177	4.392944569	11.02798363
1700030F04Rik	0	2.713036999	6.936404807	0.949716354	0	2.005087933
1700030J22Rik	1138.70406	1127.719046	1032.368249	543.2377545	622.9195398	545.3839176
1700030K09Rik	739.8799062	751.5112488	589.5944086	668.6003132	780.1869554	696.7680566
1700030L20Rik	0	0	0	0	0.878588914	0
1700030M09Rik	4.443723161	0	2.312134936	14.24574531	12.30024479	9.022895696
1700031A10Rik	0	0	2.312134936	4.74858177	7.02871131	9.022895696
1700031F05Rik	0	0	0	4.74858177	0	6.015263798
1700031M16Rik	0	0	0	3.798865416	2.635766741	4.010175865
1700031P21Rik	0	1.808691333	0	0.949716354	8.785889137	4.010175865
1700034E13Rik	0	0.904345666	0	0	1.757177827	0
1700034G24Rik	5.554653951	2.713036999	0	8.547447186	7.907300223	7.017807764
1700034H15Rik	4.443723161	4.521728332	0	11.39659625	12.30024479	21.05342329
1700034I23Rik	0	0	0	0.949716354	1.757177827	2.005087933
1700034J05Rik	11.1093079	1.808691333	0	1.899432708	1.757177827	3.007631899
1700036G14Rik	3.33279237	0	0	0	0	0
1700037C18Rik	287.7310747	284.8688849	247.3984381	180.4461073	295.205875	238.605464
1700037H04Rik	2270.742535	2617.176359	2217.337403	1359.993819	1752.784883	1550.935516
1700039E22Rik	3.33279237	0.904345666	0	0	0	2.005087933
1700039M10Rik	3.33279237	1.808691333	2.312134936	7.597730832	8.785889137	5.012719831
1700040D17Rik	144.4210027	126.6083933	102.8900046	94.02191905	116.8523255	104.2645725
1700041C23Rik	0	0	0	0.949716354	0	0
1700041M19Rik	0	0	0	0	3.514355655	0
1700042G07Rik	0	0	1.156067468	0.949716354	0	1.002543966
1700042O10Rik	0	0	0	1.899432708	5.271533482	2.005087933
1700045H11Rik	0	0	0	5.698298124	4.392944569	2.005087933
1700047A11Rik	1.11093079	0.904345666	3.468202403	0	0	0
1700047G03Rik	2.22186158	0	0	14.24574531	4.392944569	8.02035173
1700047I17Rik2	4.443723161	11.75649366	6.936404807	4.74858177	7.02871131	5.012719831
1700047L14Rik	0	0	0	0.949716354	0	0
1700047M11Rik	17.77489264	10.852148	4.624269871	69.32929385	28.11484524	37.09412675
1700048F04Rik	1.11093079	1.808691333	3.468202403	4.74858177	9.664478051	3.007631899
1700048M11Rik	15.55303106	27.13036999	20.80921442	18.04461073	9.664478051	18.04579139
1700048O20Rik	956.5114103	847.3718894	1095.951959	1556.585104	1223.874357	1601.062714
1700049E15Rik	0	0	2.312134936	3.798865416	0	2.005087933
1700051A21Rik	12.22023869	3.617382666	0	12.3463126	13.17883371	16.04070346
1700052I22Rik	0	0	4.624269871	3.798865416	7.02871131	0
1700054A03Rik	0	5.426073998	3.468202403	0	0	0
1700054K19Rik	0	0	1.156067468	0	0	0
1700054M17Rik	2.22186158	1.808691333	5.780337339	7.597730832	4.392944569	3.007631899
1700056E22Rik	17.77489264	32.55644399	20.80921442	96.87106811	128.2739814	103.2620285
1700057G04Rik	2.22186158	3.617382666	2.312134936	0	1.757177827	3.007631899
1700057H21Rik	0	0.904345666	1.156067468	1.899432708	1.757177827	1.002543966
1700060C16Rik	0	1.808691333	0	0	0	0
1700060C20Rik	2.22186158	0	2.312134936	6.648014478	1.757177827	1.002543966
1700061F12Rik	0	0	0	1.899432708	0	0
1700061G19Rik	42.21537003	66.92157931	49.71090112	111.1168134	76.43723549	93.23658886
1700061I17Rik	0	0	0	7.597730832	0	0
1700061J23Rik	0	0	0	0	0	7.017807764
1700061N14Rik	0	0	2.312134936	2.849149062	4.392944569	5.012719831
1700062C10Rik	2.22186158	0.904345666	0	0	0	2.005087933
1700063D05Rik	11.1093079	8.139110998	15.02887708	21.84347614	16.69318936	21.05342329
1700063H04Rik	0	0	0	5.698298124	7.02871131	4.010175865
1700063H06Rik	2.22186158	0	2.312134936	0	1.757177827	0
1700063O14Rik	1.11093079	1.808691333	0	1.899432708	0	2.005087933
1700064J06Rik	0	0	0	0	0	2.005087933
1700064M15Rik	6.665584741	13.565185	8.092472275	17.09489437	8.785889137	21.05342329
1700065D16Rik	8.887446321	28.03471566	19.65314695	17.09489437	15.81460045	12.0305276
1700065J11Rik	2.22186158	0	0	0	0	0
1700065L07Rik	2.22186158	1.808691333	0	0	0.878588914	0
1700066B17Rik	2.22186158	0	0	0	0.878588914	1.002543966
1700066B19Rik	13.33116948	18.99125899	8.092472275	27.54177427	32.50778981	41.10430262
1700066J03Rik	0	3.617382666	11.56067468	21.84347614	8.785889137	18.04579139
1700066M21Rik	2434.049361	2660.584951	2449.706964	2062.783921	2708.689621	2510.370092
1700066N21Rik	1.11093079	0	0	0	0	0
1700066O22Rik	0	1.808691333	0	0	0	1.002543966
1700067G17Rik	4.443723161	0	0	0	0	0
1700067K01Rik	54.43560872	61.49550532	64.7397782	20.89375979	21.08613393	29.07377502
1700069L16Rik	0	0	4.624269871	1.899432708	7.02871131	2.005087933
1700069P05Rik	0	0	0	0.949716354	0	0
1700071K01Rik	2.22186158	3.617382666	0	3.798865416	0.878588914	3.007631899
1700071M16Rik	79.98701689	84.10414698	73.98831794	141.5077368	64.1369907	38.09667072
1700074H08Rik	2.22186158	0.904345666	3.468202403	0	0	1.002543966
1700074P13Rik	0	0	0	2.849149062	2.635766741	2.005087933
1700080E11Rik	0	0	0	3.798865416	4.392944569	3.007631899
1700080N15Rik	6.665584741	20.79995033	16.18494455	10.44687989	5.271533482	15.03815949
1700080O16Rik	2.22186158	0	0	2.849149062	0	0
1700081H04Rik	0	0	1.156067468	0	0	0
1700084D21Rik	1.11093079	0.904345666	0	0.949716354	0	0
1700084F23Rik	3.33279237	2.713036999	0	4.74858177	1.757177827	1.002543966
1700084J12Rik	0	0	2.312134936	1.899432708	3.514355655	4.010175865
1700085C21Rik	3.33279237	0	0	0	0	7.017807764
1700086L19Rik	1610.849646	1858.430344	2001.152787	1009.548484	1296.797237	1176.986616
1700086O06Rik	118.8695945	105.808443	78.61258781	163.3512129	210.8613393	217.5520407
1700086P04Rik	21.10768501	9.94780233	12.71674215	73.12815926	64.1369907	65.16535781
1700088E04Rik	103.3165635	88.62587531	114.4506793	151.0049003	137.0598705	142.3612432
1700092C02Rik	0	0	0	0.949716354	0	2.005087933
1700092E19Rik	0	1.808691333	0	0	1.757177827	0
1700092K14Rik	1.11093079	0	4.624269871	8.547447186	1.757177827	4.010175865
1700092M07Rik	5.554653951	4.521728332	4.624269871	16.14517802	10.54306696	10.02543966
1700093K21Rik	1.11093079	9.043456664	8.092472275	21.84347614	28.11484524	29.07377502
1700094D03Rik	3313.906547	3479.017779	3440.456784	4961.318234	5362.02814	5011.717287
1700094M24Rik	0	0	0	0	0	3.007631899
1700095A21Rik	0	1.808691333	0	0	0	0
1700095B10Rik	0	0	1.156067468	0	0	0
1700095J03Rik	3.33279237	7.234765331	2.312134936	4.74858177	17.57177827	5.012719831
1700095J12Rik	4.443723161	0	0	3.798865416	2.635766741	0
1700096K18Rik	269.956182	253.2167866	289.016867	187.0941217	202.9540391	194.4935295
1700097N02Rik	13.33116948	13.565185	3.468202403	0	8.785889137	0
1700099I09Rik	2.22186158	4.521728332	1.156067468	12.3463126	4.392944569	4.010175865
1700100I10Rik	0	0	0	0	0	6.015263798
1700100L14Rik	0	1.808691333	0	5.698298124	0	0
1700101I11Rik	59.99026267	82.29545564	48.55483365	94.02191905	96.64478051	115.2925561
1700101O22Rik	0	0	0	0	0.878588914	0
1700102H20Rik	27.77326975	37.07817232	27.74561923	37.98865416	78.19441332	45.11447848
1700102P08Rik	122.2023869	102.1910603	110.9824769	210.8370306	215.2542839	244.6207278
1700104L18Rik	0	0	0	1.899432708	0	1.002543966
1700108F19Rik	7.776515531	3.617382666	4.624269871	9.49716354	14.05742262	7.017807764
1700108J01Rik	0	0	1.156067468	1.899432708	0	0
1700109G14Rik	18.88582343	3.617382666	6.936404807	11.39659625	6.150122396	6.015263798
1700109G15Rik	0	0	0	0	1.757177827	2.005087933
1700109H08Rik	99.98377111	68.73027065	165.3176479	278.2668917	133.5455149	121.3078199
1700109I08Rik	1.11093079	0	0	0	0.878588914	0
1700109K24Rik	274.3999052	307.4775266	462.4269871	246.9262521	116.8523255	163.4146665
1700110C19Rik	25.55140817	21.70429599	25.43348429	23.74290885	25.4790785	27.06868709
1700110I01Rik	0	0	0	2.849149062	0.878588914	0
1700111N16Rik	2.22186158	0	2.312134936	0.949716354	0.878588914	0
1700112H15Rik	1.11093079	0	0	1.899432708	0.878588914	1.002543966
1700112J05Rik	2.22186158	0	0	4.74858177	4.392944569	4.010175865
1700112J16Rik	92.20725558	76.86938164	91.32932996	56.03326489	64.1369907	54.13737418
1700113A16Rik	46.65909319	46.12162899	33.52595657	26.59205791	36.02214546	47.11956641
1700113B09Rik	2.22186158	1.808691333	1.156067468	0	0	0
1700113H08Rik	8.887446321	1.808691333	8.092472275	12.3463126	13.17883371	12.0305276
1700116B05Rik	0	0	0	0	1.757177827	0
1700119H24Rik	0	1.808691333	2.312134936	8.547447186	0.878588914	3.007631899
1700120C14Rik	68.87770899	56.06943132	48.55483365	71.22872655	94.88760268	63.16026987
1700120G07Rik	0	0	0	0	0	2.005087933
1700121N20Rik	4.443723161	2.713036999	6.936404807	7.597730832	7.02871131	2.005087933
1700122H20Rik	0	0	0	4.74858177	0	0
1700123J17Rik	28.88420054	33.46078966	25.43348429	30.39092333	20.20754502	27.06868709
1700123K08Rik	0	3.617382666	0	38.93837052	28.99343415	16.04070346
1700123L14Rik	2.22186158	6.330419665	2.312134936	0	3.514355655	2.005087933
1700123O12Rik	0	0	0	0	0.878588914	1.002543966
1700123O20Rik	1495.312844	1520.205065	1476.298156	1715.187735	1964.524811	1923.881871
1700123O21Rik	9.998377111	6.330419665	8.092472275	1.899432708	4.392944569	4.010175865
1700124L16Rik	41.10443924	39.79120932	38.15022644	62.68127937	28.11484524	48.12211038
1700125G02Rik	13.33116948	9.043456664	20.80921442	18.04461073	3.514355655	8.02035173
1700125G22Rik	0	0	1.156067468	0.949716354	3.514355655	14.03561553
1700125H03Rik	9.998377111	18.08691333	16.18494455	1.899432708	1.757177827	5.012719831
1700125H20Rik	32.21699291	20.79995033	26.58955176	95.92135176	136.1812816	137.3485234
1700128A07Rik	0	0	0	0	0.878588914	0
1700128F08Rik	0	0.904345666	0	0	0	0
1810006J02Rik	6.665584741	0	2.312134936	1.899432708	5.271533482	4.010175865
1810007C17Rik	12.22023869	6.330419665	6.936404807	12.3463126	21.96472284	8.02035173
1810009A15Rik	21.10768501	8.139110998	9.248539742	13.29602896	9.664478051	17.04324743
1810010D01Rik	0	0	2.312134936	3.798865416	12.30024479	13.03307156
1810010H24Rik	376.6055379	371.6860689	327.1670934	473.9084607	454.2304684	517.3126866
1810012K16Rik	5.554653951	0.904345666	2.312134936	12.3463126	21.08613393	14.03561553
1810013A23Rik	1240.909693	1202.779736	1339.882195	2553.787276	1786.171262	2046.192235
